"Date","Price","Open","High","Low","Vol.","Change %"
"07/15/2022","42.60","43.00","43.80","42.60","18.14K","0.00%"
"07/14/2022","42.60","42.90","42.90","42.60","0.21K","-0.70%"
"07/12/2022","42.90","42.60","42.90","42.40","6.43K","2.39%"
"07/11/2022","41.90","41.00","42.60","40.00","5.44K","4.23%"
"07/08/2022","40.20","40.00","42.00","39.90","23.05K","0.75%"
"07/07/2022","39.90","40.00","40.00","39.50","84.28K","1.01%"
"07/06/2022","39.50","41.50","41.50","39.00","86.85K","-4.82%"
"07/05/2022","41.50","42.70","42.70","41.40","9.11K","-2.81%"
"07/04/2022","42.70","44.20","44.20","42.00","10.12K","-2.95%"
"07/01/2022","44.00","42.80","44.00","42.10","39.31K","4.76%"
"06/30/2022","42.00","41.90","42.80","41.40","10.97K","0.96%"
"06/29/2022","41.60","42.70","43.70","41.50","36.91K","-3.26%"
"06/28/2022","43.00","43.00","44.30","42.70","95.81K","-1.83%"
"06/27/2022","43.80","44.90","45.90","43.50","52.73K","-3.31%"
"06/24/2022","45.30","45.00","45.40","44.50","32.77K","1.80%"
"06/23/2022","44.50","44.50","45.00","43.60","33.83K","1.14%"
"06/22/2022","44.00","43.50","44.00","43.30","56.18K","1.15%"
"06/21/2022","43.50","43.40","43.50","43.00","54.35K","0.00%"
"06/20/2022","43.50","44.00","44.00","42.00","120.58K","0.69%"
"06/17/2022","43.20","44.60","45.00","43.10","147.89K","-4.00%"
"06/16/2022","45.00","45.50","45.50","44.50","31.31K","1.12%"
"06/15/2022","44.50","44.60","44.60","44.40","21.11K","-1.33%"
"06/13/2022","45.10","44.90","46.70","44.70","8.36K","0.22%"
"06/10/2022","45.00","46.00","46.90","45.00","92.01K","-4.86%"
"06/09/2022","47.30","45.00","47.30","45.00","123.24K","7.50%"
"06/08/2022","44.00","42.80","47.50","42.80","167.80K","1.62%"
"06/07/2022","43.30","44.10","44.10","41.10","26.54K","-2.70%"
"06/06/2022","44.50","46.60","46.60","44.30","384.96K","-3.47%"
"06/03/2022","46.10","45.10","46.50","45.00","48.39K","2.44%"
"06/02/2022","45.00","44.90","45.10","44.50","154.20K","0.00%"
"06/01/2022","45.00","44.00","45.00","44.00","30.83K","0.00%"
"05/31/2022","45.00","45.20","45.40","44.00","20.71K","-1.10%"
"05/30/2022","45.50","45.60","46.90","44.80","35.88K","0.00%"
"05/27/2022","45.50","45.50","46.60","45.50","162.35K","0.00%"
"05/26/2022","45.50","46.90","46.90","45.50","30.36K","-1.09%"
"05/25/2022","46.00","47.00","47.00","45.00","19.10K","-2.13%"
"05/24/2022","47.00","47.00","47.00","44.50","55.35K","2.17%"
"05/23/2022","46.00","46.00","47.90","44.40","46.06K","2.22%"
"05/20/2022","45.00","44.00","45.00","44.00","97.19K","3.21%"
"05/19/2022","43.60","43.50","44.00","43.00","158.10K","-0.91%"
"05/18/2022","44.00","43.90","44.40","43.40","367.56K","0.23%"
"05/17/2022","43.90","42.00","44.40","42.00","60.87K","6.30%"
"05/13/2022","41.30","41.50","44.90","41.00","23.48K","0.98%"
"05/12/2022","40.90","39.50","41.00","39.20","24.05K","2.00%"
"05/09/2022","40.10","39.60","41.00","39.60","20.00K","1.26%"
"05/06/2022","39.60","40.00","40.00","39.50","25.73K","-1.00%"
"05/05/2022","40.00","42.00","42.00","40.00","106.67K","-3.38%"
"05/04/2022","41.40","42.00","42.00","40.00","23.45K","-0.48%"
"04/29/2022","41.60","44.00","44.00","41.50","98.52K","-2.12%"
"04/28/2022","42.50","42.00","43.00","40.00","272.86K","3.66%"
"04/27/2022","41.00","40.00","42.00","39.90","500.03K","2.50%"
"04/26/2022","40.00","41.00","41.00","39.90","183.86K","-0.25%"
"04/25/2022","40.10","41.00","41.00","40.10","13.30K","-12.83%"
"04/08/2022","46.00","48.50","48.50","45.00","229.35K","-4.17%"
"04/07/2022","48.00","50.00","50.00","47.50","213.28K","-4.00%"
"04/06/2022","50.00","49.00","50.00","47.60","37.23K","0.20%"
"04/05/2022","49.90","52.00","52.00","47.00","70.46K","8.24%"
"04/04/2022","46.10","44.00","54.00","42.50","73.47K","2.44%"
"04/01/2022","45.00","45.00","45.30","45.00","23.30K","-1.53%"
"03/31/2022","45.70","46.50","47.00","45.40","51.49K","-1.72%"
"03/30/2022","46.50","50.00","50.00","46.00","70.14K","-7.00%"
"03/29/2022","50.00","52.90","52.90","49.00","103.47K","-3.85%"
"03/28/2022","52.00","53.90","53.90","51.80","69.66K","-2.62%"
"03/25/2022","53.40","55.00","55.00","53.00","117.90K","-2.91%"
"03/24/2022","55.00","56.00","56.00","54.80","27.38K","-2.65%"
"03/23/2022","56.50","56.90","56.90","55.80","12.54K","-0.70%"
"03/22/2022","56.90","57.00","57.00","56.00","182.13K","0.18%"
"03/21/2022","56.80","58.00","58.00","56.80","120.50K","-1.90%"
"03/18/2022","57.90","56.50","58.50","56.00","62.90K","3.58%"
"03/16/2022","55.90","55.00","56.30","54.00","34.89K","0.90%"
"03/15/2022","55.40","58.00","58.00","55.00","35.17K","-3.65%"
"03/14/2022","57.50","59.90","59.90","57.00","187.15K","-1.37%"
"03/11/2022","58.30","59.50","59.50","58.20","68.65K","-1.35%"
"03/10/2022","59.10","58.80","59.90","58.00","102.13K","2.78%"
"03/09/2022","57.50","59.10","59.90","57.20","97.00K","-2.54%"
"03/08/2022","59.00","61.00","61.40","58.50","53.50K","-3.28%"
"03/07/2022","61.00","63.00","63.00","61.00","44.98K","-3.17%"
"03/04/2022","63.00","62.30","63.00","61.70","134.80K","0.80%"
"03/03/2022","62.50","63.60","63.60","62.40","18.24K","-0.95%"
"03/02/2022","63.10","63.70","63.70","62.80","127.10K","-1.25%"
"02/28/2022","63.90","62.00","64.00","62.00","118.47K","0.63%"
"02/25/2022","63.50","61.60","63.50","61.00","64.34K","4.10%"
"02/24/2022","61.00","63.10","64.00","61.00","308.06K","-4.39%"
"02/23/2022","63.80","66.40","66.40","62.00","216.28K","-0.31%"
"02/22/2022","64.00","64.20","66.00","63.90","70.51K","-0.31%"
"02/21/2022","64.20","67.10","67.10","64.20","393.23K","-4.04%"
"02/18/2022","66.90","67.90","67.90","66.80","108.71K","-0.15%"
"02/17/2022","67.00","69.00","69.00","67.00","168.30K","-1.47%"
"02/15/2022","68.00","69.50","69.50","67.90","24.29K","-2.16%"
"02/14/2022","69.50","67.80","69.50","67.50","146.68K","2.96%"
"02/11/2022","67.50","68.00","68.30","67.20","83.15K","0.15%"
"02/10/2022","67.40","67.50","68.00","66.50","59.97K","-0.15%"
"02/09/2022","67.50","68.90","68.90","66.80","236.71K","-0.59%"
"02/08/2022","67.90","69.90","69.90","67.50","347.34K","-1.88%"
"02/07/2022","69.20","71.00","71.00","69.00","157.57K","-1.14%"
"02/03/2022","70.00","70.00","73.00","68.00","284.39K","1.45%"
"02/02/2022","69.00","70.00","70.00","68.00","290.94K","-0.14%"
"02/01/2022","69.10","70.00","70.10","69.00","106.64K","-1.29%"
"01/31/2022","70.00","70.50","70.50","69.00","563.08K","0.72%"
"01/28/2022","69.50","69.60","71.00","69.50","121.64K","-0.71%"
"01/27/2022","70.00","70.50","71.50","69.50","628.05K","0.00%"
"01/26/2022","70.00","70.10","72.00","69.90","153.34K","0.00%"
"01/25/2022","70.00","72.00","72.00","70.00","284.72K","-3.31%"
"01/24/2022","72.40","73.00","73.00","71.00","397.87K","-0.14%"
"01/21/2022","72.50","72.50","72.50","72.10","90.98K","0.00%"
"01/20/2022","72.50","76.10","76.20","72.10","285.45K","-3.33%"
"01/19/2022","75.00","77.00","77.80","74.10","1.13M","-1.19%"
"01/18/2022","75.90","73.00","77.80","73.00","1.29M","6.01%"
"01/13/2022","71.60","69.40","74.50","68.50","1.48M","4.83%"
"01/12/2022","68.30","70.50","70.50","68.00","290.75K","-0.87%"
"01/11/2022","68.90","70.90","70.90","68.20","254.66K","-0.43%"
"01/10/2022","69.20","70.90","71.00","69.10","200.70K","-0.29%"
"01/07/2022","69.40","69.90","71.20","69.40","655.94K","-0.72%"
"01/06/2022","69.90","71.40","71.40","69.40","310.49K","-1.41%"
"01/05/2022","70.90","71.90","73.00","70.60","447.15K","-1.39%"
"01/04/2022","71.90","68.00","74.60","68.00","1.04M","6.68%"
"01/03/2022","67.40","67.00","67.90","66.50","577.22K","1.05%"
